1773508791.5809238,Voltage,Distance,Velocity,Acceleration,RPM
1773508791.58374,0.0
1773508791.584235,0.0
1773508791.584277,0.0
1773508791.584309,0.0
1773508791.585119,0.0
1773508791.585247,0.0
1773508791.585582,0.0
1773508791.5860648,0.0
1773508791.586151,0.0
1773508791.586358,0.0
1773508791.586553,0.0
1773508791.586653,0.0
1773508791.586687,0.0
1773508791.5868669,0.0
1773508791.586964,0.0
1773508791.587083,0.0
1773508791.587216,0.0
1773508791.58732,0.0
1773508791.58741,0.0
1773508791.587497,0.0
1773508791.587583,0.0
1773508791.58767,0.0
1773508791.587866,0.0
1773508791.5880718,0.0
1773508791.588192,0.0
1773508791.588266,0.0
1773508791.588382,0.0
1773508791.588477,0.0
1773508791.5885608,0.0
1773508791.588644,0.0
1773508791.5887291,0.0
1773508791.588814,0.0
1773508791.5889,0.0
1773508791.588983,0.0
1773508791.5890691,0.0
1773508791.5892239,0.0
1773508791.589267,0.0
1773508791.589299,0.0
1773508791.5893388,0.0
1773508791.589369,0.0
1773508791.589406,0.0
1773508791.5894349,0.0
1773508791.589464,0.0
1773508791.589492,0.0
1773508791.589521,0.0
1773508791.58955,0.0
1773508791.589579,0.0
1773508791.589612,0.0
1773508791.589668,0.0
1773508791.589764,0.0
1773508791.5898838,0.0
1773508791.5899892,0.0
1773508791.5900748,0.0
1773508791.590164,0.0
1773508791.590249,0.0
1773508791.590335,0.0
1773508791.590419,0.0
1773508791.590503,0.0
1773508791.5909472,0.0
1773508791.591084,0.0
1773508791.591794,0.0
1773508791.592302,0.0
1773508791.592416,0.0
1773508791.5929658,0.0
1773508791.593212,0.0
1773508791.593293,0.0
1773508791.593418,0.0
1773508791.593468,0.0
1773508791.5935192,0.0
1773508791.593569,0.0
1773508791.593803,0.0
1773508791.593933,0.0
1773508791.5940359,0.0
1773508791.5941231,0.0
1773508791.594384,0.0
1773508791.594669,0.0
1773508791.594709,0.0
1773508791.594827,0.0
1773508791.5948591,0.0
1773508791.595144,0.0
1773508791.5952132,0.0
1773508791.595246,0.0
1773508791.595357,0.0
1773508791.595944,0.0
1773508791.59603,0.0
1773508791.596158,0.0
1773508791.596281,0.0
1773508791.5963929,0.0
1773508791.596482,0.0
1773508791.5965729,0.0
1773508791.5966651,0.0
1773508791.596765,0.0
1773508791.596797,0.0
1773508791.5968268,0.0
1773508791.596904,0.0
1773508791.5969331,0.0
1773508791.596962,0.0
1773508791.5969899,0.0
1773508791.597018,0.0
1773508791.597056,0.0
1773508791.5971358,0.0
1773508791.597166,0.0
1773508791.597203,0.0
1773508791.597255,0.0
1773508791.5972962,0.0
1773508791.597326,0.0
1773508791.5973618,0.0
1773508791.598155,0.0
1773508791.5982988,0.0
1773508791.598521,0.0
1773508791.5985541,0.0
1773508791.5985842,0.0
1773508791.5986712,0.0
1773508791.5989141,0.0
1773508791.5992022,0.0
1773508791.599318,0.0
1773508791.5994072,0.0
1773508791.599498,0.0
1773508791.599794,0.0
1773508791.5998878,0.0
1773508791.6003,0.0
1773508791.600397,0.0
1773508791.600428,0.0
1773508791.600479,0.0
1773508791.600523,0.0
1773508791.600965,0.0
1773508791.6015098,0.0
1773508791.602238,0.0
1773508791.603032,0.0
1773508791.603188,0.0
1773508791.603554,0.0
1773508791.603741,0.0
1773508791.603861,0.0
1773508791.603949,0.0
1773508791.604026,0.0
1773508791.60406,0.0
1773508791.604418,0.0
1773508791.604576,0.0
1773508791.6047769,0.0
1773508791.604874,0.0
1773508791.604963,0.0
1773508791.6050491,0.0
1773508791.60516,0.0
1773508791.605196,0.0
1773508791.605234,0.0
1773508791.60529,0.0
1773508791.605333,0.0
1773508791.605567,0.0
1773508791.6060421,0.0
1773508791.606157,0.0
1773508791.606244,0.0
1773508791.6063309,0.0
1773508791.606418,0.0
1773508791.60653,0.0
1773508791.606722,0.0
1773508791.6067572,0.0
1773508791.606787,0.0
1773508791.606818,0.0
1773508791.606847,0.0
1773508791.606876,0.0
1773508791.606905,0.0
1773508791.606936,0.0
1773508791.606965,0.0
1773508791.607032,0.0
1773508791.607063,0.0
1773508791.6071029,0.0
1773508791.6072361,0.0
1773508791.60745,0.0
1773508791.607557,0.0
1773508791.6075861,0.0
1773508791.6078248,0.0
1773508791.607857,0.0
1773508791.607887,0.0
1773508791.607916,0.0
1773508791.607944,0.0
1773508791.607984,0.0
1773508791.608011,0.0
1773508791.608038,0.0
